"1","2012-08-08 10:19:21","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 10:19:10","FINISHED","2012-08-08 10:19:03","1"
"133","2012-08-08 22:59:21","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 22:59:10","FINISHED","2012-08-08 10:21:50","34"
"134","2012-08-08 22:59:35","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 22:59:30","FINISHED","2012-08-08 10:21:50","34"
"135","2012-08-08 22:59:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 22:59:40","FINISHED","2012-08-08 10:21:50","34"
"136","2012-08-08 22:59:51","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 22:59:50","FINISHED","2012-08-08 10:21:50","34"
"137","2012-08-08 23:00:05","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:00:00","FINISHED","2012-08-08 10:21:57","35"
"138","2012-08-08 23:00:17","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:00:10","FINISHED","2012-08-08 10:21:57","35"
"139","2012-08-08 23:00:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:00:20","FINISHED","2012-08-08 10:21:57","35"
"140","2012-08-08 23:00:31","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:00:30","FINISHED","2012-08-08 10:21:57","35"
"141","2012-08-08 23:00:42","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:00:40","FINISHED","2012-08-08 10:22:02","36"
"142","2012-08-08 23:00:55","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:00:50","FINISHED","2012-08-08 10:22:02","36"
"143","2012-08-08 23:01:00","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:01:00","FINISHED","2012-08-08 10:22:02","36"
"144","2012-08-08 23:01:10","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:01:10","FINISHED","2012-08-08 10:22:02","36"
"145","2012-08-08 23:02:11","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:01:20","FINISHED","2012-08-08 10:22:05","37"
"146","2012-08-08 23:06:30","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:02:20","FINISHED","2012-08-08 10:22:05","37"
"147","2012-08-08 23:06:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:06:40","FINISHED","2012-08-08 10:22:05","37"
"148","2012-08-08 23:11:08","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:06:50","FINISHED","2012-08-08 10:22:05","37"
"149","2012-08-08 23:11:12","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:11:10","FINISHED","2012-08-08 10:22:12","38"
"150","2012-08-08 23:11:22","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:11:20","FINISHED","2012-08-08 10:22:12","38"
"151","2012-08-08 23:11:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:11:30","FINISHED","2012-08-08 10:22:12","38"
"152","2012-08-08 23:11:40","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:11:40","FINISHED","2012-08-08 10:22:12","38"
"153","2012-08-08 23:13:30","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:11:50","FINISHED","2012-08-08 10:22:34","39"
"154","2012-08-08 23:15:58","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:13:40","FINISHED","2012-08-08 10:22:34","39"
"155","2012-08-08 23:16:00","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:16:00","FINISHED","2012-08-08 10:22:34","39"
"156","2012-08-08 23:16:59","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:16:10","FINISHED","2012-08-08 10:22:34","39"
"157","2012-08-08 23:19:24","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:17:00","FINISHED","2012-08-08 10:22:36","40"
"158","2012-08-09 00:34:43","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:19:30","FINISHED","2012-08-08 10:22:36","40"
"159","2012-08-09 00:34:52","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 00:34:50","FINISHED","2012-08-08 10:22:36","40"
"160","2012-08-09 00:37:03","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 00:35:00","FINISHED","2012-08-08 10:22:36","40"
"161","2012-08-09 00:44:49","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 00:37:10","FINISHED","2012-08-08 10:22:39","41"
"162","2012-08-09 01:37:34","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 00:44:50","FINISHED","2012-08-08 10:22:39","41"
"163","2012-08-09 01:37:42","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 01:37:40","FINISHED","2012-08-08 10:22:39","41"
"164","2012-08-09 01:59:04","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 01:37:50","FINISHED","2012-08-08 10:22:39","41"
"165","2012-08-09 02:02:38","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 01:59:10","FINISHED","2012-08-08 10:22:55","42"
"166","2012-08-09 02:04:15","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:02:40","FINISHED","2012-08-08 10:22:55","42"
"167","2012-08-09 02:04:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:04:20","FINISHED","2012-08-08 10:22:55","42"
"168","2012-08-09 02:04:44","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:04:30","FINISHED","2012-08-08 10:22:55","42"
"169","2012-08-09 02:10:12","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:04:50","FINISHED","2012-08-08 10:22:57","43"
"170","2012-08-09 02:12:17","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:10:20","FINISHED","2012-08-08 10:22:57","43"
"171","2012-08-09 02:12:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:12:20","FINISHED","2012-08-08 10:22:57","43"
"172","2012-08-09 02:12:50","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:12:30","FINISHED","2012-08-08 10:22:57","43"
"173","2012-08-09 02:14:00","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:13:00","FINISHED","2012-08-08 10:23:00","44"
"174","2012-08-09 02:20:24","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:14:10","FINISHED","2012-08-08 10:23:00","44"
"175","2012-08-09 02:20:31","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:20:30","FINISHED","2012-08-08 10:23:00","44"
"176","2012-08-09 02:23:21","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:20:40","FINISHED","2012-08-08 10:23:00","44"
"177","2012-08-09 02:25:37","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:23:30","FINISHED","2012-08-08 10:23:02","45"
"178","2012-08-09 02:26:59","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:25:40","FINISHED","2012-08-08 10:23:02","45"
"179","2012-08-09 02:27:00","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:27:00","FINISHED","2012-08-08 10:23:02","45"
"180","2012-08-09 02:27:25","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:27:10","FINISHED","2012-08-08 10:23:02","45"
"181","2012-08-09 02:27:35","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:27:30","FINISHED","2012-08-08 10:23:04","46"
"182","2012-08-09 02:27:59","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:27:40","FINISHED","2012-08-08 10:23:04","46"
"183","2012-08-09 02:28:00","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:28:00","FINISHED","2012-08-08 10:23:04","46"
"184","2012-08-09 02:28:13","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:28:10","FINISHED","2012-08-08 10:23:04","46"
"185","2012-08-09 02:29:10","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:28:20","FINISHED","2012-08-08 10:23:06","47"
"186","2012-08-09 02:29:40","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:29:20","FINISHED","2012-08-08 10:23:06","47"
"187","2012-08-09 02:29:50","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:29:50","FINISHED","2012-08-08 10:23:06","47"
"188","2012-08-09 02:30:15","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:30:00","FINISHED","2012-08-08 10:23:06","47"
"189","2012-08-09 02:30:44","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:30:20","FINISHED","2012-08-08 10:23:08","48"
"190","2012-08-09 02:32:39","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:30:50","FINISHED","2012-08-08 10:23:08","48"
"191","2012-08-09 02:32:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:32:40","FINISHED","2012-08-08 10:23:08","48"
"192","2012-08-09 02:33:16","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:32:50","FINISHED","2012-08-08 10:23:08","48"
"193","2012-08-09 02:33:35","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:33:20","FINISHED","2012-08-08 10:23:25","49"
"194","2012-08-09 02:38:21","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:33:40","FINISHED","2012-08-08 10:23:25","49"
"195","2012-08-09 02:38:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:38:30","FINISHED","2012-08-08 10:23:25","49"
"196","2012-08-09 02:39:29","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:38:40","FINISHED","2012-08-08 10:23:25","49"
"197","2012-08-09 02:39:43","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:39:30","FINISHED","2012-08-08 10:23:32","50"
"198","2012-08-09 02:40:51","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:39:50","FINISHED","2012-08-08 10:23:32","50"
"199","2012-08-09 02:41:02","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:41:00","FINISHED","2012-08-08 10:23:32","50"
"200","2012-08-09 02:41:16","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:41:10","FINISHED","2012-08-08 10:23:32","50"
"201","2012-08-09 02:41:20","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:41:20","FINISHED","2012-08-08 10:23:42","51"
"202","2012-08-09 02:53:06","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:41:30","FINISHED","2012-08-08 10:23:42","51"
"203","2012-08-09 02:53:10","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:53:10","FINISHED","2012-08-08 10:23:42","51"
"204","2012-08-09 02:56:24","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:53:20","FINISHED","2012-08-08 10:23:42","51"
"205","2012-08-09 02:56:59","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:56:30","FINISHED","2012-08-08 10:23:44","52"
"206","2012-08-09 02:57:15","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:57:00","FINISHED","2012-08-08 10:23:44","52"
"207","2012-08-09 02:57:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:57:20","FINISHED","2012-08-08 10:23:44","52"
"208","2012-08-09 02:57:32","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:57:30","FINISHED","2012-08-08 10:23:44","52"
"209","2012-08-09 02:58:07","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:57:40","FINISHED","2012-08-08 10:23:51","53"
"210","2012-08-09 02:59:16","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 02:58:10","FINISHED","2012-08-08 10:23:51","53"
"211","2012-08-09 02:59:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 02:59:20","FINISHED","2012-08-08 10:23:51","53"
"212","2012-08-09 02:59:42","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 02:59:30","FINISHED","2012-08-08 10:23:51","53"
"213","2012-08-09 03:01:11","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 02:59:50","FINISHED","2012-08-08 10:23:54","54"
"214","2012-08-09 03:09:23","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 03:01:20","FINISHED","2012-08-08 10:23:54","54"
"215","2012-08-09 03:09:31","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 03:09:30","FINISHED","2012-08-08 10:23:54","54"
"216","2012-08-09 03:13:53","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 03:09:40","FINISHED","2012-08-08 10:23:54","54"
"217","2012-08-09 03:14:46","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 03:14:00","FINISHED","2012-08-08 10:23:56","55"
"218","2012-08-09 03:17:42","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 03:14:50","FINISHED","2012-08-08 10:23:56","55"
"219","2012-08-09 03:17:50","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 03:17:50","FINISHED","2012-08-08 10:23:56","55"
"220","2012-08-09 03:18:15","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 03:18:00","FINISHED","2012-08-08 10:23:56","55"
"221","2012-08-09 03:18:29","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 03:18:20","FINISHED","2012-08-08 10:23:58","56"
"222","2012-08-09 03:19:13","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 03:18:30","FINISHED","2012-08-08 10:23:58","56"
"223","2012-08-09 03:19:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 03:19:20","FINISHED","2012-08-08 10:23:58","56"
"224","2012-08-09 03:19:43","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 03:19:30","FINISHED","2012-08-08 10:23:58","56"
"225","2012-08-09 03:23:47","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 03:19:50","FINISHED","2012-08-08 10:24:00","57"
"226","2012-08-09 04:03:24","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 03:23:50","FINISHED","2012-08-08 10:24:00","57"
"227","2012-08-09 04:03:32","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 04:03:30","FINISHED","2012-08-08 10:24:00","57"
"228","2012-08-09 04:31:21","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 04:03:40","FINISHED","2012-08-08 10:24:00","57"
"229","2012-08-09 04:32:14","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 04:31:30","FINISHED","2012-08-08 10:24:06","58"
"230","2012-08-09 04:37:26","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 04:32:20","FINISHED","2012-08-08 10:24:06","58"
"231","2012-08-09 04:37:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 04:37:30","FINISHED","2012-08-08 10:24:06","58"
"232","2012-08-09 04:38:05","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 04:37:40","FINISHED","2012-08-08 10:24:06","58"
"233","2012-08-09 04:39:48","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 04:38:10","FINISHED","2012-08-08 10:24:09","59"
"234","2012-08-09 05:06:15","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 04:39:50","FINISHED","2012-08-08 10:24:09","59"
"235","2012-08-09 05:06:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:06:20","FINISHED","2012-08-08 10:24:09","59"
"236","2012-08-09 05:13:34","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:06:30","FINISHED","2012-08-08 10:24:09","59"
"237","2012-08-09 05:14:32","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:13:40","FINISHED","2012-08-08 10:24:11","60"
"238","2012-08-09 05:15:33","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:14:40","FINISHED","2012-08-08 10:24:11","60"
"239","2012-08-09 05:15:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:15:40","FINISHED","2012-08-08 10:24:11","60"
"240","2012-08-09 05:16:06","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:15:50","FINISHED","2012-08-08 10:24:11","60"
"241","2012-08-09 05:16:15","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:16:10","FINISHED","2012-08-08 10:24:14","61"
"242","2012-08-09 05:16:24","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:16:20","FINISHED","2012-08-08 10:24:14","61"
"243","2012-08-09 05:16:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:16:30","FINISHED","2012-08-08 10:24:14","61"
"244","2012-08-09 05:16:41","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:16:40","FINISHED","2012-08-08 10:24:14","61"
"245","2012-08-09 05:17:59","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:16:50","FINISHED","2012-08-08 10:24:16","62"
"246","2012-08-09 05:18:19","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:18:00","FINISHED","2012-08-08 10:24:16","62"
"247","2012-08-09 05:18:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:18:20","FINISHED","2012-08-08 10:24:16","62"
"248","2012-08-09 05:18:34","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:18:30","FINISHED","2012-08-08 10:24:16","62"
"249","2012-08-09 05:19:25","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:18:40","FINISHED","2012-08-08 10:24:18","63"
"250","2012-08-09 05:19:52","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:19:30","FINISHED","2012-08-08 10:24:18","63"
"251","2012-08-09 05:20:00","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:20:00","FINISHED","2012-08-08 10:24:18","63"
"252","2012-08-09 05:20:13","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:20:10","FINISHED","2012-08-08 10:24:18","63"
"253","2012-08-09 05:21:45","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:20:20","FINISHED","2012-08-08 10:24:27","64"
"254","2012-08-09 05:39:05","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:21:50","FINISHED","2012-08-08 10:24:27","64"
"255","2012-08-09 05:39:10","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:39:10","FINISHED","2012-08-08 10:24:27","64"
"256","2012-08-09 05:44:41","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:39:20","FINISHED","2012-08-08 10:24:27","64"
"257","2012-08-09 05:44:56","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:44:50","FINISHED","2012-08-08 10:24:29","65"
"258","2012-08-09 05:45:01","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:45:00","FINISHED","2012-08-08 10:24:29","65"
"259","2012-08-09 05:45:10","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 05:45:10","FINISHED","2012-08-08 10:24:29","65"
"260","2012-08-09 05:45:20","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 05:45:20","FINISHED","2012-08-08 10:24:29","65"
"261","2012-08-09 05:47:40","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-09 05:45:30","FINISHED","2012-08-08 10:24:31","66"
"262","2012-08-09 06:15:40","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-09 05:47:50","FINISHED","2012-08-08 10:24:31","66"
"263","2012-08-09 06:15:51","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-09 06:15:50","FINISHED","2012-08-08 10:24:31","66"
"264","2012-08-09 06:30:48","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-09 06:16:00","FINISHED","2012-08-08 10:24:31","66"
